model,setting,horizon,station,MAE,RMSE,R2,MAPE,spike_MAE,spike_RMSE,spike_recall,n,n_spike
persistence,multi,1,Gucheng,10.676054660282187,21.9048153682626,0.9479774553954051,0.18173586624284788,15.611054478269635,27.295900336029497,0.9401913875598086,5808,2508
persistence,multi,1,Huairou,8.5547523288359,18.752750210163914,0.9352335336670725,0.17274888920605216,14.174001017422404,26.023237750182275,0.9372787051087507,5808,1977
persistence,multi,1,Nongzhanguan,10.852969930848472,20.755928458714457,0.9519362035611904,0.18604298470744918,16.03210922804311,27.01437065010319,0.9398315282791817,5808,2493
persistence,multi,1,Shunyi,10.692067043183592,21.002269832438856,0.9429017135160636,0.1840017557737039,17.053312104891535,28.444243059300735,0.9343979283556323,5808,2317
persistence,multi,1,Tiantan,10.847370059693812,19.945611326314637,0.9512082303212639,0.19920268372227715,15.094307220831908,24.41136397047171,0.9311608961303462,5808,2455
persistence,multi,1,Wanliu,9.984332196968646,19.708826745558916,0.9491102514175618,0.18292199390861083,14.586235875599133,24.23294949353886,0.9391523289970626,5808,2383
persistence,multi,1,Wanshouxigong,11.405393498659791,24.316989539254543,0.9392671198983202,0.18718786187675546,16.229240906164513,27.709528446307953,0.9375,5808,2576
persistence,multi,6,Aotizhongxin,35.11028816937044,59.9341291769777,0.5510251970481208,0.6770122554124458,49.4749793974532,72.41450967029233,0.7706422018348624,5803,2398
persistence,multi,6,Changping,28.116491736162743,50.09651591702001,0.5838969864758397,0.6495703115589336,42.32732754880124,60.79613642497855,0.7702702702702703,5803,1998
persistence,multi,6,Dingling,25.521971724104432,47.05250257400782,0.6524717069631816,0.5900226632773382,38.17640990539961,57.44450543766678,0.7858251422659079,5803,1933
persistence,multi,6,Dongsi,38.57694340951891,67.00431524157254,0.5291428682841901,0.67867359394804,52.04025623617179,79.01566028469476,0.7979683972911964,5803,2658
persistence,multi,6,Guanyuan,35.7044635347389,60.57295707048708,0.5648501757398632,0.6788265265106047,48.30308975500197,70.47757963091898,0.7895971842002346,5803,2557
persistence,multi,6,Gucheng,35.992426500677055,63.317838823139745,0.5655651738,0.7178248216972117,49.218919267304585,74.45791552766842,0.7862838915470495,5803,2508
persistence,multi,6,Huairou,27.085818089391985,48.179852223342166,0.572754067258976,0.5555599518583944,43.040465538707956,62.24430577066472,0.7728882144663631,5803,1977
persistence,multi,6,Nongzhanguan,37.909365982510565,64.4764823290228,0.5364511614916887,0.6782604102647614,53.62537061015717,78.38266040923017,0.7785800240673887,5803,2493
persistence,multi,6,Shunyi,37.79330129654638,64.54548802793886,0.461158119480907,0.6642978912244901,57.96953102174488,84.08099183026853,0.743623000432339,5803,2313
persistence,multi,6,Tiantan,34.70102547161254,57.907887764487086,0.5889701232317965,0.6766518884625374,47.59350267087855,68.66597879549909,0.7621181262729124,5803,2455
persistence,multi,6,Wanliu,32.8147514017208,56.68081855901253,0.57933548887581,0.6242033747158909,45.3680237399096,66.5707341996588,0.7767519932857743,5803,2383
persistence,multi,6,Wanshouxigong,38.158982486123364,65.06318417928703,0.5654788282765322,0.7232813060136678,51.935005392347065,76.31245901542736,0.7732919254658385,5803,2576
transformer,global,1,Aotizhongxin,9.807283720694297,18.72468852597417,0.9561495016038237,0.16491180889483265,15.170987594515408,25.987505802234804,0.9428690575479566,5808,2398
transformer,global,1,Changping,9.354602390084384,17.65960533031933,0.9482755916553545,0.17734866892528953,15.887198508322776,26.116445386625685,0.9314314314314315,5808,1998
transformer,global,1,Dingling,8.800280952584973,17.912638361065717,0.9496143990678184,0.1834389560885618,15.111982514311844,27.000535832947765,0.9389549922400414,5808,1933
transformer,global,1,Dongsi,11.028354007022111,21.87574764007434,0.9497819584496044,0.1595911588377876,16.324191048236788,27.279577905314035,0.9541008276899925,5808,2658
transformer,global,1,Guanyuan,10.723248117883015,20.22048404737274,0.951480873908374,0.17020407191662015,15.996154670282692,26.601254449007456,0.9440750879937426,5808,2557
transformer,global,1,Gucheng,10.337020804402584,20.45068865036442,0.9546551185151887,0.16840815115126756,15.779657461236349,27.32123776762155,0.9346092503987241,5808,2508
transformer,global,1,Huairou,7.942273296928931,16.885499286160254,0.9474892672577855,0.15612486992378485,13.543741935301624,25.033544487596625,0.9413252402630248,5808,1977
transformer,global,1,Nongzhanguan,10.06537854113198,19.531813272540717,0.9574383095431911,0.15697029134625803,15.645116396711574,27.2603498685779,0.9446450060168472,5808,2493
transformer,global,1,Shunyi,9.628524873539108,18.71373447498112,0.9546673054915047,0.16103378656862924,15.66123416622394,26.024196040632333,0.9503668536901165,5808,2317
transformer,global,1,Tiantan,10.212618025209622,18.992985179974486,0.9557576359196178,0.17139648041550723,15.03073457457626,24.97818522255042,0.9372708757637475,5808,2455
transformer,global,1,Wanliu,9.525903238081078,18.33483529197189,0.955958430488575,0.1626116403570272,14.534870853656187,23.70269017773996,0.9437683592110785,5808,2383
transformer,global,1,Wanshouxigong,10.689161750567518,22.473105542763573,0.9481283044911116,0.16430204246543054,15.893632161691322,27.074348863120658,0.9495341614906833,5808,2576
transformer,global,6,Aotizhongxin,30.910347311574387,52.815155394222394,0.6513491781697951,0.5861003023246327,45.353285581892585,65.52639922069979,0.755629691409508,5803,2398
transformer,global,6,Changping,26.33598772082147,47.083139116692394,0.6324498231925262,0.5905428236837684,41.52984025934198,61.33311462415709,0.7832832832832833,5803,1998
transformer,global,6,Dingling,26.93082965178344,47.6665657575787,0.6433416141919615,0.5777197778442648,43.525066827654655,63.37807038664665,0.7946197620279358,5803,1933
transformer,global,6,Dongsi,34.904651268461585,59.26208084341159,0.6316697400792939,0.5809062802778656,49.99064649003533,73.98226996399966,0.7885628291948834,5803,2658
transformer,global,6,Guanyuan,32.46951606851723,54.84740814120942,0.6432257679874499,0.6041715105305148,45.717664555268776,65.58556169503531,0.7684786859601095,5803,2557
transformer,global,6,Gucheng,33.664729360093666,57.942407275903946,0.6361976200984245,0.6073608279585659,50.12878354694664,73.49484715831875,0.7236842105263158,5803,2508
transformer,global,6,Huairou,24.54212039235582,42.906809936086354,0.661156262924246,0.48085714400129076,40.4090593190403,57.579431322068906,0.7850278199291857,5803,1977
transformer,global,6,Nongzhanguan,32.62517397464934,55.43565264189615,0.6573338887776152,0.5338366325586416,49.725441121309096,71.44180903705009,0.734857601283594,5803,2493
transformer,global,6,Shunyi,30.847988927362294,53.106330030010135,0.6352274530488635,0.5146863413227801,50.19477954572586,73.31499196822364,0.753134457414613,5803,2313
transformer,global,6,Tiantan,30.5940844423911,52.45901545281226,0.662683011869309,0.5701114827662115,43.86461411765539,65.44996492986874,0.7947046843177189,5803,2455
transformer,global,6,Wanliu,30.03704144604223,51.656584109867595,0.6506063431089575,0.5735546645123022,41.51800099771862,62.51434109222023,0.809483843894251,5803,2383
transformer,global,6,Wanshouxigong,33.64102062742689,57.9982944739146,0.6547205272487007,0.5949052681010372,48.475233642210874,72.5588857880224,0.7744565217391305,5803,2576
transformer,multi,1,Aotizhongxin,9.11404986683659,16.586230905267637,0.9655934804003005,0.15605853856536595,13.80324853192378,22.594982008867117,0.9549624687239366,5808,2398
transformer,multi,1,Changping,9.237735262258651,17.480842365986497,0.9493174732899335,0.1754205251159005,15.501281913932976,25.9512885982887,0.9444444444444444,5808,1998
transformer,multi,1,Dingling,9.231237370777393,18.918864562060268,0.9437946750638739,0.17953639768139878,16.482222267462685,28.87137392418984,0.9399896533885153,5808,1933
transformer,multi,1,Dongsi,10.556642917890523,20.470779082962878,0.9560253182307571,0.1508682208500911,15.705782527937936,25.465881856650793,0.9559819413092551,5808,2658
transformer,multi,1,Guanyuan,10.258243760458365,19.062911108540103,0.9568770641917035,0.1597617478544076,15.34368716714715,25.04094562367958,0.9515056707078607,5808,2557
transformer,multi,1,Gucheng,9.808205046929604,19.579275135726835,0.9584371216600709,0.15819838001271064,14.672381359994697,25.732524880678,0.9529505582137161,5808,2508
transformer,multi,1,Huairou,7.7172501606061115,16.704641988701084,0.9486081076383603,0.15293857351579015,12.767130130580657,23.99029877616452,0.9494183105715731,5808,1977
transformer,multi,1,Nongzhanguan,9.437126859817294,17.365379971670166,0.9663564107160001,0.14975605256860083,14.329014112133603,23.990481162584974,0.9622944243882872,5808,2493
transformer,multi,1,Shunyi,9.130180783179837,17.198924452513886,0.9617093106409659,0.15300980795860883,14.741094725060988,23.89141989073644,0.9572723349158394,5808,2317
transformer,multi,1,Tiantan,9.460822390459128,16.71661523966681,0.9657272810361813,0.16160620614240534,13.664915183508226,21.911156600520503,0.94989816700611,5808,2455
transformer,multi,1,Wanliu,8.866935527029117,16.958176619636124,0.9623238020489184,0.15212336559114112,13.242716074890316,21.732356868116877,0.9643306756189677,5808,2383
transformer,multi,1,Wanshouxigong,10.07580604894759,20.780842908793613,0.9556462259532296,0.15157523953858307,15.160621940719414,25.619885137846243,0.9557453416149069,5808,2576
transformer,multi,6,Aotizhongxin,30.7054979573154,51.568953276742576,0.6676082758957421,0.6197514849756037,41.76719887282473,61.81619030400449,0.853628023352794,5803,2398
transformer,multi,6,Changping,26.169513522274183,46.87484615981359,0.6356946692386036,0.6237719898200103,39.258726583944785,58.012689718537516,0.8353353353353353,5803,1998
transformer,multi,6,Dingling,26.540147788931783,48.70720689454016,0.6275987204942348,0.5951457163057264,40.24550397569999,60.15643282828711,0.8525607863424728,5803,1933
transformer,multi,6,Dongsi,33.32064556060691,56.22357479364054,0.6684717684622382,0.5628727994828332,46.63853847540977,68.1341988491156,0.8167795334838224,5803,2658
transformer,multi,6,Guanyuan,31.62382513503463,52.62025601822641,0.6716120787220701,0.5947612404027404,43.074547835891956,62.27866530924652,0.8549080954243253,5803,2557
transformer,multi,6,Gucheng,31.765154475531414,56.01485558042971,0.6600000070172383,0.6179838406818736,43.98539450065941,66.28728041568664,0.8333333333333334,5803,2508
transformer,multi,6,Huairou,24.03059808315952,41.03069659419884,0.6901405181687225,0.49072253976677205,38.33834563329115,54.61937209913256,0.821446636317653,5803,1977
transformer,multi,6,Nongzhanguan,31.68874864119734,53.48436045907306,0.6810324956094143,0.578339832391294,44.08298586383671,65.02149519096837,0.8359406337745688,5803,2493
transformer,multi,6,Shunyi,29.17732992966011,49.897135954945284,0.6779815153505471,0.5100222377112049,45.31944959502791,67.09662862923359,0.8093385214007782,5803,2313
transformer,multi,6,Tiantan,30.058434905295904,50.984372907615175,0.681380679704011,0.5518780997775719,43.23677853120078,63.41774102684729,0.8036659877800407,5803,2455
transformer,multi,6,Wanliu,29.858086647955318,50.06818456020959,0.6717631496062113,0.5548116377675799,41.5538219399078,59.55439019405122,0.8514477549307595,5803,2383
transformer,multi,6,Wanshouxigong,33.04404050638691,56.94139474649467,0.6671898859672203,0.5833407520218874,47.03049185261223,70.06178285962427,0.7989130434782609,5803,2576
