model,setting,horizon,station,MAE,RMSE,R2,MAPE,spike_MAE,spike_RMSE,spike_recall,n,n_spike
lstm,multi,1,Huairou,18.359629523984,25.969048684403756,0.8757969255984397,0.49629773419473433,22.10132409010382,35.91447436879756,0.9317147192716236,5808,1977
lstm,multi,1,Nongzhanguan,21.274012764623343,31.86581547645304,0.8867120246243905,0.4196225953095052,28.325717486868506,43.87567466523273,0.9354191736863217,5808,2493
lstm,multi,1,Shunyi,20.3599942722268,30.14367359500907,0.8823795153872263,0.4407249047182227,26.046622113724645,41.56909090187507,0.9387138541217092,5808,2317
lstm,multi,1,Tiantan,20.534984815219218,30.812349645627716,0.8835601864295524,0.4308898250404403,26.691297558320272,42.03078556641916,0.9279022403258655,5808,2455
lstm,multi,1,Wanliu,19.41503086037544,28.601162552490997,0.8928292834872842,0.41800343927356176,23.999606918098042,38.2762240361062,0.9479647503147294,5808,2383
lstm,multi,1,Wanshouxigong,21.9374570032125,34.891170587217474,0.8749639224258097,0.41921837361435704,29.815223668673024,47.47648056029351,0.9277950310559007,5808,2576
lstm,multi,6,Aotizhongxin,30.915762391025478,50.66509581974114,0.6791579326259094,0.6382559444613185,41.20520418817745,60.603775940805164,0.8515429524603837,5803,2398
lstm,multi,6,Changping,25.715699950025428,44.7001648280703,0.6687132514529783,0.6581882686583094,35.838502780811204,53.53326386658917,0.8308308308308309,5803,1998
lstm,multi,6,Dingling,26.89458977796077,47.812540150853856,0.6411538035257749,0.6253247383362309,38.74776435256066,58.612084128857404,0.8323848939472323,5803,1933
lstm,multi,6,Dongsi,33.81476038463276,55.35222829127037,0.6786681134218712,0.611870951983847,45.01311447424849,65.21256534176179,0.8393528969149736,5803,2658
lstm,multi,6,Guanyuan,31.65696299143871,51.27769317743769,0.6881554059039995,0.6222388491929541,41.89916542539571,60.02275391345517,0.8463042628079781,5803,2557
lstm,multi,6,Gucheng,31.26918985004284,54.27602055669554,0.6807811979609836,0.6164873168612099,43.035209704434095,64.71380455657155,0.8293460925039873,5803,2508
lstm,multi,6,Huairou,24.282850833138824,39.2502972766268,0.7164478722007289,0.532770719919222,35.936714411626035,50.757514582440706,0.8285280728376327,5803,1977
lstm,multi,6,Nongzhanguan,31.988223742271895,52.29195633108351,0.6950963621873758,0.5922360472738307,43.694556083633294,64.26667194631627,0.8435619735258725,5803,2493
lstm,multi,6,Shunyi,29.755029979747224,49.36148084117742,0.684858262239634,0.565542976886846,43.15494105252053,64.91741490553638,0.8404669260700389,5803,2313
lstm,multi,6,Tiantan,30.43837425393646,49.49582507801623,0.6997140039209071,0.6070741354853578,40.99838662390311,60.26442883813012,0.8329938900203666,5803,2455
lstm,multi,6,Wanliu,31.60634260294295,50.590184011165626,0.6648832265489744,0.6298201919558416,41.63275819299004,60.32575229430622,0.8665547629039027,5803,2383
lstm,multi,6,Wanshouxigong,32.80400702190383,54.943127056851154,0.6901388978458951,0.6142848058830441,44.901569597469354,66.44941351553818,0.8357919254658385,5803,2576
persistence,global,1,Aotizhongxin,10.676653017354077,20.16190507229902,0.94915965831163,0.18872541341932572,16.104253533485036,26.881446709442972,0.9353628023352794,5808,2398
persistence,global,1,Changping,10.079889931297828,19.283239479340114,0.9383272187192563,0.2065706565588541,16.359859936230176,27.134236120456272,0.9209209209209209,5808,1998
persistence,global,1,Dingling,8.400482297272065,17.63511416773313,0.951163573510632,0.18815337668906992,13.183135052881768,24.485930488504934,0.9368856699430936,5808,1933
